nuttcp-r: v8.1.3: socket
nuttcp-r: buflen=65536 nstream=1 port=8190 mode=tcp
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.7080 retrans=0 cwnd=60731
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1849 retrans=0 cwnd=60731
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9597 retrans=0 cwnd=60731
megabytes=7.0000 real_sec=0.10 rate_Mbps=586.9267 retrans=0 cwnd=60731
megabytes=6.9375 real_sec=0.10 rate_Mbps=582.2217 retrans=0 cwnd=60731
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2554 retrans=0 cwnd=61456
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9073 retrans=0 cwnd=61456
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2143 retrans=0 cwnd=61456
megabytes=7.0000 real_sec=0.10 rate_Mbps=586.9267 retrans=0 cwnd=61456
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9073 retrans=0 cwnd=61456
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2143 retrans=0 cwnd=61456
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.7793 retrans=0 cwnd=62111
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.3553 retrans=0 cwnd=62111
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2613 retrans=0 cwnd=62111
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9655 retrans=0 cwnd=62111
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.4669 retrans=0 cwnd=62111
megabytes=4.3125 real_sec=0.10 rate_Mbps=361.5707 retrans=0 cwnd=62111
megabytes=0.0000 real_sec=0.10 rate_Mbps=0.0000 retrans=0 cwnd=62111
megabytes=0.0000 real_sec=0.10 rate_Mbps=0.0000 retrans=0 cwnd=62111
megabytes=0.0000 real_sec=0.10 rate_Mbps=0.0000 retrans=0 cwnd=62111
megabytes=0.0000 real_sec=0.10 rate_Mbps=0.0000 retrans=0 cwnd=62111
megabytes=0.0000 real_sec=0.10 rate_Mbps=0.0000 retrans=0 cwnd=62111
megabytes=0.0000 real_sec=0.10 rate_Mbps=0.0000 retrans=0 cwnd=62111
megabytes=0.0000 real_sec=0.10 rate_Mbps=0.0000 retrans=0 cwnd=62111
megabytes=0.0000 real_sec=0.10 rate_Mbps=0.0000 retrans=0 cwnd=62111
megabytes=16.2500 real_sec=0.10 rate_Mbps=1363.5579 retrans=0 cwnd=62810
megabytes=30.5625 real_sec=0.10 rate_Mbps=2564.0247 retrans=0 cwnd=62810
megabytes=19.6875 real_sec=0.10 rate_Mbps=1651.5567 retrans=0 cwnd=63614
megabytes=6.1875 real_sec=0.10 rate_Mbps=519.0347 retrans=0 cwnd=63614
megabytes=6.1875 real_sec=0.10 rate_Mbps=519.0451 retrans=0 cwnd=63614
megabytes=6.1875 real_sec=0.10 rate_Mbps=518.8531 retrans=0 cwnd=63614
megabytes=6.1875 real_sec=0.10 rate_Mbps=519.1593 retrans=0 cwnd=63614
megabytes=6.2500 real_sec=0.10 rate_Mbps=524.3771 retrans=136 cwnd=32078
megabytes=6.2500 real_sec=0.10 rate_Mbps=524.2880 retrans=0 cwnd=32078
megabytes=6.2500 real_sec=0.10 rate_Mbps=524.2146 retrans=0 cwnd=32078
megabytes=6.1875 real_sec=0.10 rate_Mbps=519.1178 retrans=0 cwnd=32078
megabytes=6.2500 real_sec=0.10 rate_Mbps=524.2828 retrans=0 cwnd=32078
megabytes=6.2500 real_sec=0.10 rate_Mbps=524.2199 retrans=0 cwnd=32078
megabytes=6.1250 real_sec=0.10 rate_Mbps=513.8690 retrans=0 cwnd=32078
megabytes=6.2500 real_sec=0.10 rate_Mbps=524.2985 retrans=0 cwnd=32078
megabytes=6.2500 real_sec=0.10 rate_Mbps=524.2880 retrans=0 cwnd=32078
megabytes=6.2500 real_sec=0.10 rate_Mbps=524.2565 retrans=0 cwnd=32078
megabytes=6.1875 real_sec=0.10 rate_Mbps=518.9517 retrans=0 cwnd=32078
megabytes=6.2500 real_sec=0.10 rate_Mbps=524.4191 retrans=0 cwnd=32078
megabytes=6.1875 real_sec=0.10 rate_Mbps=518.8531 retrans=0 cwnd=32078
megabytes=6.1875 real_sec=0.10 rate_Mbps=519.0763 retrans=0 cwnd=32078
megabytes=6.2500 real_sec=0.10 rate_Mbps=524.1936 retrans=0 cwnd=32078
megabytes=6.1875 real_sec=0.10 rate_Mbps=519.0347 retrans=0 cwnd=32078
megabytes=6.1875 real_sec=0.10 rate_Mbps=518.9828 retrans=0 cwnd=32078
megabytes=6.2500 real_sec=0.10 rate_Mbps=524.6133 retrans=0 cwnd=32078
megabytes=6.1875 real_sec=0.10 rate_Mbps=519.0347 retrans=0 cwnd=32078
megabytes=6.6250 real_sec=0.10 rate_Mbps=555.7175 retrans=0 cwnd=32078
megabytes=6.6250 real_sec=0.10 rate_Mbps=555.8064 retrans=0 cwnd=32078
megabytes=6.6250 real_sec=0.10 rate_Mbps=555.7064 retrans=0 cwnd=32078
megabytes=6.6250 real_sec=0.10 rate_Mbps=555.7508 retrans=0 cwnd=32078
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4682 retrans=0 cwnd=32078
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4853 retrans=0 cwnd=32078
megabytes=6.6250 real_sec=0.10 rate_Mbps=555.6342 retrans=0 cwnd=32078
megabytes=6.6250 real_sec=0.10 rate_Mbps=555.8620 retrans=0 cwnd=32078
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4625 retrans=0 cwnd=32078
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4568 retrans=0 cwnd=32078
megabytes=6.6875 real_sec=0.10 rate_Mbps=561.0050 retrans=0 cwnd=32078
megabytes=6.6250 real_sec=0.10 rate_Mbps=555.7286 retrans=0 cwnd=32078
megabytes=6.7500 real_sec=0.10 rate_Mbps=566.1914 retrans=0 cwnd=32078
megabytes=6.8750 real_sec=0.10 rate_Mbps=576.7745 retrans=0 cwnd=32078
megabytes=6.6875 real_sec=0.10 rate_Mbps=560.9938 retrans=0 cwnd=32078
megabytes=6.6875 real_sec=0.10 rate_Mbps=560.9826 retrans=0 cwnd=32078
megabytes=6.7500 real_sec=0.10 rate_Mbps=565.9650 retrans=0 cwnd=32165
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.7369 retrans=0 cwnd=32165
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.5025 retrans=0 cwnd=32165
megabytes=6.6875 real_sec=0.10 rate_Mbps=560.9601 retrans=0 cwnd=32165
megabytes=6.7500 real_sec=0.10 rate_Mbps=566.2367 retrans=0 cwnd=32165
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4511 retrans=0 cwnd=32165
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.3482 retrans=0 cwnd=32384
megabytes=6.7500 real_sec=0.10 rate_Mbps=566.4066 retrans=0 cwnd=32392
megabytes=6.7500 real_sec=0.10 rate_Mbps=566.2310 retrans=0 cwnd=32392
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4682 retrans=0 cwnd=32392
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4796 retrans=0 cwnd=32392
megabytes=6.8750 real_sec=0.10 rate_Mbps=576.7341 retrans=0 cwnd=32392
megabytes=6.7500 real_sec=0.10 rate_Mbps=566.1914 retrans=0 cwnd=32681
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4568 retrans=0 cwnd=32681
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.2055 retrans=0 cwnd=32681
megabytes=6.8750 real_sec=0.10 rate_Mbps=576.7514 retrans=0 cwnd=32681
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4682 retrans=0 cwnd=32689
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4225 retrans=0 cwnd=32689
megabytes=6.8750 real_sec=0.10 rate_Mbps=577.0226 retrans=0 cwnd=32689
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9539 retrans=0 cwnd=33048
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4625 retrans=0 cwnd=33048
megabytes=6.8750 real_sec=0.10 rate_Mbps=576.7283 retrans=0 cwnd=33048
megabytes=6.8750 real_sec=0.10 rate_Mbps=576.7110 retrans=0 cwnd=33048
megabytes=6.8750 real_sec=0.10 rate_Mbps=576.7514 retrans=0 cwnd=33048
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9306 retrans=0 cwnd=33056
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.3939 retrans=0 cwnd=33476
megabytes=6.9375 real_sec=0.10 rate_Mbps=582.0586 retrans=0 cwnd=33476
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9539 retrans=0 cwnd=33485
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.8549 retrans=0 cwnd=33485
megabytes=6.9375 real_sec=0.10 rate_Mbps=582.0703 retrans=0 cwnd=33485
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9830 retrans=0 cwnd=33485
megabytes=6.8750 real_sec=0.10 rate_Mbps=576.6303 retrans=0 cwnd=33983
megabytes=6.9375 real_sec=0.10 rate_Mbps=582.0179 retrans=0 cwnd=33983
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4454 retrans=0 cwnd=33983
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9364 retrans=0 cwnd=33983
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2319 retrans=0 cwnd=33983
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9597 retrans=0 cwnd=33983
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4336 retrans=0 cwnd=34542
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9888 retrans=0 cwnd=34542
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.2559 retrans=0 cwnd=34542
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.3611 retrans=0 cwnd=34542
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.0793 retrans=0 cwnd=34551
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.2737 retrans=0 cwnd=34551
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.3788 retrans=0 cwnd=35162
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1849 retrans=0 cwnd=35171
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3033 retrans=0 cwnd=35171
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.6173 retrans=0 cwnd=35171
megabytes=7.0000 real_sec=0.10 rate_Mbps=586.9502 retrans=0 cwnd=35171
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4691 retrans=0 cwnd=35171
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5165 retrans=0 cwnd=35844
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.3376 retrans=0 cwnd=35853
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3329 retrans=0 cwnd=35853
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.7181 retrans=0 cwnd=35853
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1791 retrans=0 cwnd=35853
megabytes=7.1250 real_sec=0.10 rate_Mbps=597.5748 retrans=0 cwnd=35853
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.3376 retrans=0 cwnd=36316
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4277 retrans=0 cwnd=36316
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3211 retrans=0 cwnd=36325
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.0734 retrans=0 cwnd=36325
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5817 retrans=0 cwnd=36325
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3980 retrans=0 cwnd=36325
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.6114 retrans=0 cwnd=36569
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3033 retrans=0 cwnd=36569
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5699 retrans=0 cwnd=36569
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3388 retrans=0 cwnd=36578
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.2796 retrans=0 cwnd=36578
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5877 retrans=0 cwnd=36578
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5640 retrans=0 cwnd=36840
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.1079 retrans=0 cwnd=36840
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.6707 retrans=0 cwnd=36840
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.1849 retrans=0 cwnd=36840
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5580 retrans=0 cwnd=36840
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3921 retrans=0 cwnd=36840
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.6351 retrans=0 cwnd=36840
megabytes=7.0000 real_sec=0.10 rate_Mbps=586.9912 retrans=0 cwnd=37059
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4040 retrans=0 cwnd=37059
megabytes=7.1250 real_sec=0.10 rate_Mbps=597.9634 retrans=0 cwnd=37059
megabytes=7.0000 real_sec=0.10 rate_Mbps=586.9736 retrans=0 cwnd=37059
megabytes=7.1250 real_sec=0.10 rate_Mbps=597.7780 retrans=0 cwnd=37059
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1673 retrans=0 cwnd=37059
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5640 retrans=0 cwnd=37399
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3625 retrans=0 cwnd=37399
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.6884 retrans=0 cwnd=37399
megabytes=7.0000 real_sec=0.10 rate_Mbps=586.8680 retrans=0 cwnd=37399
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5225 retrans=0 cwnd=37399
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3447 retrans=0 cwnd=37399
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.7062 retrans=0 cwnd=37399
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5936 retrans=0 cwnd=37399
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4573 retrans=0 cwnd=37399
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4158 retrans=0 cwnd=37399
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2319 retrans=0 cwnd=37399
megabytes=7.1250 real_sec=0.10 rate_Mbps=597.6644 retrans=0 cwnd=37399
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2260 retrans=0 cwnd=37565
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3921 retrans=0 cwnd=37565
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4691 retrans=0 cwnd=37565
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1204 retrans=0 cwnd=37565
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5402 retrans=0 cwnd=37565
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4395 retrans=0 cwnd=37565
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3684 retrans=0 cwnd=37880
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5047 retrans=0 cwnd=37880
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4514 retrans=0 cwnd=37880
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1967 retrans=0 cwnd=37880
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4514 retrans=0 cwnd=37880
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4691 retrans=0 cwnd=37880
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.2145 retrans=0 cwnd=38020
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.3964 retrans=0 cwnd=38020
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.2796 retrans=0 cwnd=38020
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.6173 retrans=0 cwnd=38020
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4632 retrans=0 cwnd=38020
megabytes=7.0000 real_sec=0.10 rate_Mbps=586.9208 retrans=0 cwnd=38020
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4395 retrans=0 cwnd=38238
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2260 retrans=0 cwnd=38238
megabytes=7.1250 real_sec=0.10 rate_Mbps=597.9395 retrans=0 cwnd=38238
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1908 retrans=0 cwnd=38238
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4632 retrans=0 cwnd=38238
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1556 retrans=0 cwnd=38238
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4988 retrans=0 cwnd=38465
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4454 retrans=0 cwnd=38465
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.0784 retrans=0 cwnd=38474
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2907 retrans=0 cwnd=38474
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4040 retrans=0 cwnd=38474
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3921 retrans=0 cwnd=38483
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5343 retrans=0 cwnd=38780
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1204 retrans=0 cwnd=38780
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4691 retrans=0 cwnd=38789
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4869 retrans=0 cwnd=38789
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.4846 retrans=0 cwnd=38797
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4573 retrans=0 cwnd=38797
megabytes=7.0000 real_sec=0.10 rate_Mbps=586.9443 retrans=0 cwnd=38998
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3744 retrans=0 cwnd=38998
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4988 retrans=0 cwnd=38998
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.2974 retrans=0 cwnd=38998
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.6054 retrans=0 cwnd=38998
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2202 retrans=0 cwnd=38998
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4277 retrans=0 cwnd=39296
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4395 retrans=0 cwnd=39304
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3980 retrans=0 cwnd=39304
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2202 retrans=0 cwnd=39304
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.7477 retrans=0 cwnd=39313
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=39313
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4454 retrans=0 cwnd=39610
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4454 retrans=0 cwnd=39610
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1673 retrans=0 cwnd=39610
megabytes=7.0000 real_sec=0.10 rate_Mbps=586.8622 retrans=0 cwnd=39610
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.6529 retrans=0 cwnd=39610
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.3611 retrans=0 cwnd=39610
megabytes=7.1250 real_sec=0.10 rate_Mbps=597.7063 retrans=0 cwnd=39881
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=39881
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.0969 retrans=0 cwnd=39881
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5521 retrans=0 cwnd=39881
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4454 retrans=0 cwnd=39881
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3803 retrans=0 cwnd=39881
megabytes=6.9375 real_sec=0.10 rate_Mbps=582.0237 retrans=0 cwnd=40161
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3803 retrans=0 cwnd=40161
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4514 retrans=0 cwnd=40161
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5047 retrans=0 cwnd=40161
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2084 retrans=0 cwnd=40161
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1908 retrans=0 cwnd=40161
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4395 retrans=0 cwnd=40493
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=40493
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4810 retrans=0 cwnd=40493
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1791 retrans=0 cwnd=40493
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4395 retrans=0 cwnd=40501
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1967 retrans=0 cwnd=40501
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4514 retrans=0 cwnd=40510
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.0969 retrans=0 cwnd=40860
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5521 retrans=0 cwnd=40860
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=40868
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4395 retrans=0 cwnd=40877
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2084 retrans=0 cwnd=40877
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4336 retrans=0 cwnd=40886
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1908 retrans=0 cwnd=41253
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2143 retrans=0 cwnd=41253
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4573 retrans=0 cwnd=41253
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=41253
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4395 retrans=0 cwnd=41253
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=41253
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1732 retrans=0 cwnd=41620
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4810 retrans=0 cwnd=41620
megabytes=7.0000 real_sec=0.10 rate_Mbps=586.8211 retrans=0 cwnd=41620
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5225 retrans=0 cwnd=41620
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.4963 retrans=0 cwnd=41620
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4573 retrans=0 cwnd=41620
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=41900
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4691 retrans=0 cwnd=41900
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1615 retrans=0 cwnd=41900
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=41900
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4573 retrans=0 cwnd=41900
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1908 retrans=0 cwnd=41900
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2260 retrans=0 cwnd=42275
megabytes=7.0000 real_sec=0.10 rate_Mbps=586.9326 retrans=0 cwnd=42275
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.6707 retrans=0 cwnd=42275
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2672 retrans=0 cwnd=42275
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4336 retrans=0 cwnd=42275
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=42275
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.0499 retrans=0 cwnd=42800
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.0617 retrans=0 cwnd=42800
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4573 retrans=0 cwnd=42800
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.4669 retrans=0 cwnd=42800
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2143 retrans=0 cwnd=42800
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2260 retrans=0 cwnd=42800
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3980 retrans=0 cwnd=43097
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=43097
megabytes=7.0000 real_sec=0.10 rate_Mbps=586.9150 retrans=0 cwnd=43097
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.7418 retrans=0 cwnd=43097
megabytes=7.0000 real_sec=0.10 rate_Mbps=586.9384 retrans=0 cwnd=43097
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1732 retrans=0 cwnd=43097
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2613 retrans=0 cwnd=43516
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.6707 retrans=0 cwnd=43516
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.1967 retrans=0 cwnd=43525
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2084 retrans=0 cwnd=43534
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9771 retrans=0 cwnd=43534
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.7181 retrans=0 cwnd=43542
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4158 retrans=0 cwnd=43988
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1908 retrans=0 cwnd=43997
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1380 retrans=0 cwnd=43997
megabytes=7.0000 real_sec=0.10 rate_Mbps=586.8504 retrans=0 cwnd=44005
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.8545 retrans=0 cwnd=44014
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2378 retrans=0 cwnd=44014
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1791 retrans=0 cwnd=44416
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2202 retrans=0 cwnd=44416
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=44416
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.1908 retrans=0 cwnd=44416
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1145 retrans=0 cwnd=44416
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5877 retrans=0 cwnd=44416
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1438 retrans=0 cwnd=44949
megabytes=7.0000 real_sec=0.10 rate_Mbps=586.8563 retrans=0 cwnd=44949
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.4963 retrans=0 cwnd=44949
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.7359 retrans=0 cwnd=44949
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2084 retrans=0 cwnd=44949
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2202 retrans=0 cwnd=44949
megabytes=7.0000 real_sec=0.10 rate_Mbps=586.8504 retrans=0 cwnd=44949
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2848 retrans=0 cwnd=45369
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2613 retrans=0 cwnd=45369
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1967 retrans=0 cwnd=45369
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.3435 retrans=0 cwnd=45369
